Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Cleaned Review
Computers and Laptops,AIRO AIO24X 144Hz 1080P 24 Inch IPS Gaming Monitor - AIO24X,Jakarta Timur,2799000,4.9,933,615,5,"Overall memuaskan, layar bagus walau menurut saya IPSnya ga sebagus IPS TV, warna sudah bagus ga oversaturated, brightness sangat terang, buat di pakai dalam gelap tetap silau biar brightness udah 0. Layar bisa di putar, cm di kaki saja gampang kedorong, refresh rate terbukti cepat, buat fps sudah mantab. Kalau asa softwarenya mungkin lebih bagus lagi, jd setting ga perlu lewat tombol di belakang. Dpt kabel display port, desain keren hampir bezelless, nice.",Positive,Love,"overall memuaskan, layar bagus walau menurut saya ipsnya ga sebagus ips tv, warna sudah bagus ga oversaturated, brightness sangat terang, buat di pakai dalam gelap tetap silau biar brightness udah 0. layar bisa di putar, cm di kaki saja gampang kedorong, refresh rate terbukti cepat, buat fps sudah mantab. kalau asa softwarenya mungkin lebih bagus lagi, jd setting ga perlu lewat tombol di belakang. dpt kabel display port, desain keren hampir bezelless, nice."
Computers and Laptops,AIRO AIO24X 144Hz 1080P 24 Inch IPS Gaming Monitor - AIO24X,Jakarta Timur,2799000,4.9,933,615,5,"Love it, product bagus. Worth it. Thank you????",Positive,Love,"love it, product bagus. worth it. thank you????"
Computers and Laptops,AIRO AIO24X 144Hz 1080P 24 Inch IPS Gaming Monitor - AIO24X,Jakarta Timur,2799000,4.9,933,615,5,"AIRO ini punya customer service yang super duper bagus, kapanpun saya punya pertanyaan, mereka selalu jawab dengan okey! Produknya pun bagus! Puas banget! Love AIRO??",Positive,Love,"airo ini punya customer service yang super duper bagus, kapanpun saya punya pertanyaan, mereka selalu jawab dengan okey! produknya pun bagus! puas banget! love airo??"
Computers and Laptops,Windows 10 Pro Original Lisensi - INVOICE,Kota Bekasi,18000,4.9,11000,4765,5,"barangnya mantap, berkualitas, kokoh, bergaransi, seller ramah, pokoknya mantap banget",Positive,Love,"barangnya mantap, berkualitas, kokoh, bergaransi, seller ramah, pokoknya mantap banget"
Computers and Laptops,Windows 10 Pro Original Lisensi - INVOICE,Kota Bekasi,18000,4.9,11000,4765,5,"layanan sangat memuaskan, seller rekomended",Positive,Love,"layanan sangat memuaskan, seller rekomended"
Computers and Laptops,Huion H430P Graphic Drawing Tablet OSU Alternati H420 H640P HS64 S640 - Tablet,Jakarta Barat,322000,5.0,7486,3723,5,"luar biasa, packing di jamin aman, pakai bubblewrap. cepet banget prosesnya. senin malam cekout, paginya kirim, hari ini rabu sore sampai. sangat cepat. sangat puas. terimakasih, sukses selalu yah tech cube",Positive,Love,"luar biasa, packing di jamin aman, pakai bubblewrap. cepet banget prosesnya. senin malam cekout, paginya kirim, hari ini rabu sore sampai. sangat cepat. sangat puas. terimakasih, sukses selalu yah tech cube"
Computers and Laptops,Huion H430P Graphic Drawing Tablet OSU Alternati H420 H640P HS64 S640 - Tablet,Jakarta Barat,322000,5.0,7486,3723,5,"mantap sekali sangat recommended, respon seller bintang 5 baru pesan tadi malam hari ini langsung datang",Positive,Love,"mantap sekali sangat recommended, respon seller bintang 5 baru pesan tadi malam hari ini langsung datang"
Computers and Laptops,Laptop Stand Holder Lipat Adjustable Anti Slip Portable Untuk Laptop,Kab. Tangerang,17999,4.3,5089,2846,1,BAHAN DARI PLASTIK DAN TIDAK KUAT JUGA BUAT MENOPANG LAPTOP.INI SIH KUATNYA BUAT TABLET GAISSS. LEBIH BAIK JANGAN BELI YANG INI,Negative,Fear,bahan dari plastik dan tidak kuat juga buat menopang laptop.ini sih kuatnya buat tablet gaisss. lebih baik jangan beli yang ini
Computers and Laptops,Kepala Colokan Listrik Charger Macbook untuk colokan Indonesia,Jakarta Selatan,85000,4.9,1339,718,1,barang ga pernah sampe.. katanya dikirim nyusul tapi ditanya no resi ga dikasih2..,Negative,Fear,barang ga pernah sampe.. katanya dikirim nyusul tapi ditanya no resi ga dikasih2..
Computers and Laptops,CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,Kota Depok,55000,4.8,13900,6671,1,Gak bisa di gunakan ini gimana,Negative,Fear,gak bisa di gunakan ini gimana
Computers and Laptops,SanDisk Extreme Pro SDXC UHS-I Card 64GB 170MB/s,Jakarta Pusat,279000,5.0,3111,1456,1,"Saran aja buat temen temen yang beli disini , jangan buang box nya simpan terus biar kalo baru beli terus rusak bisa di claim garansinya,",Negative,Fear,"saran aja buat temen temen yang beli disini , jangan buang box nya simpan terus biar kalo baru beli terus rusak bisa di claim garansinya,"
Computers and Laptops,Logitech G102 Lightsync Gaming Mouse [FS] - Hitam,Jakarta Pusat,379000,4.9,3185,1829,2,"packaging gk aman bgt, bubble wrap tipis alhasil kemasan barang agak penyok pas dateng, thank god barangnya aman. ini official store seharusnya lebih baik lagi, fix min next duh.",Negative,Fear,"packaging gk aman bgt, bubble wrap tipis alhasil kemasan barang agak penyok pas dateng, thank god barangnya aman. ini official store seharusnya lebih baik lagi, fix min next duh."
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Kab. Tangerang,39998,4.7,6197,2440,1,biarkan gambar bercerita.. pesan 20 bh yg rusak 10 bh.. jgn percaya balasan pembelaan apapun dari seller tidak amanah.. alasan rusak expedisi padahal bisa dilihat sebagian letak cacat 100 % bukan dari expedisi dan sebagian yg lain kalaupun dari expedisi ceroboh itu karena packingan tanpa kardus per satuannya dan bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble dan kardus tambahan.. seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing dan ditolak jg dr expedisi.. saya tidak pernah cerita panjang lebar di ulasan. tapi berhubung demi kenyamanan buyer lain utk jadi pertimbangan.. bacalah ini.. WASPADALAH WASPADALAH tidak ada itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini.. sudah dikasih note sewaktu proses dan sudah juga dichat dulu sebelum kirim utk hati hati karena mau utk dijual lagi.. sudah ajukan resolusi pengambalian dana ke tokopedia tp dialihkan ke asuransi.. utk akhirnya tetap tokopeda refund dana. trims admin,Negative,Fear,biarkan gambar bercerita.. pesan 20 bh yg rusak 10 bh.. jgn percaya balasan pembelaan apapun dari seller tidak amanah.. alasan rusak expedisi padahal bisa dilihat sebagian letak cacat 100 bukan dari expedisi dan sebagian yg lain kalaupun dari expedisi ceroboh itu karena packingan tanpa kardus per satuannya dan bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble dan kardus tambahan.. seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing dan ditolak jg dr expedisi.. saya tidak pernah cerita panjang lebar di ulasan. tapi berhubung demi kenyamanan buyer lain utk jadi pertimbangan.. bacalah ini.. waspadalah waspadalah tidak ada itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini.. sudah dikasih note sewaktu proses dan sudah juga dichat dulu sebelum kirim utk hati hati karena mau utk dijual lagi.. sudah ajukan resolusi pengambalian dana ke tokopedia tp dialihkan ke asuransi.. utk akhirnya tetap tokopeda refund dana. trims admin
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Kab. Tangerang,39998,4.7,6197,2440,1,"Seharusnya chat dijadikan makesure barang, warna dll, jgn kaku kaku bgt jadi roko",Negative,Fear,"seharusnya chat dijadikan makesure barang, warna dll, jgn kaku kaku bgt jadi roko"
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Kab. Tangerang,39998,4.7,6197,2440,1,"Barang diterima dalam kondisi rusak, juga di alami beberapa pembeli lain. complain di reject oleh seller, tapi Tokopedia menengahi dan bisa retur. tapi sayangnya saya dalam situasi tidak mudah mengirim barang. jadi apa boleh buat. Sangat tidak recommend beli di toko yang cenderung tidak amanah",Negative,Fear,"barang diterima dalam kondisi rusak, juga di alami beberapa pembeli lain. complain di reject oleh seller, tapi tokopedia menengahi dan bisa retur. tapi sayangnya saya dalam situasi tidak mudah mengirim barang. jadi apa boleh buat. sangat tidak recommend beli di toko yang cenderung tidak amanah"
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,2,"ampun dah ini packing terasal yg pernah gua terima, ini klu patah gimana, awas aja isinya rusak pas gua pake ya",Negative,Fear,"ampun dah ini packing terasal yg pernah gua terima, ini klu patah gimana, awas aja isinya rusak pas gua pake ya"
Computers and Laptops,SSD 128GB RX7 GARANSI RESMI 3THN,Kota Tangerang,210000,5.0,15400,3486,1,"Produk ini, chip di dalamnya didaur ulang dan dipasang kembali setelah menggiling kata-kata aslinya. Pembeli harap perhatikan Teman-teman, tolong beri perhatian khusus",Negative,Fear,"produk ini, chip di dalamnya didaur ulang dan dipasang kembali setelah menggiling katakata aslinya. pembeli harap perhatikan temanteman, tolong beri perhatian khusus"
Computers and Laptops,SanDisk Cruzer Blade 32GB CZ50 Flashdisk,Jakarta Pusat,95000,4.9,18100,6333,1,"Ini toko korup.,ga sesuai sama isinya..not recommended",Negative,Fear,"ini toko korup.,ga sesuai sama isinya..not recommended"
Computers and Laptops,Telkomsel Orbit Star 2,Kota Tangerang,629000,4.8,5998,3441,1,"isi paket via link aja yg di rekomendasikan aja selalu gagal,via ovo,mandiri sampe BCA aja selalu gagal..ga siap system' nya jangan jualan..",Negative,Fear,"isi paket via link aja yg di rekomendasikan aja selalu gagal,via ovo,mandiri sampe bca aja selalu gagal..ga siap system nya jangan jualan.."
Computers and Laptops,Telkomsel Orbit Star 2,Kota Tangerang,629000,4.8,5998,3441,1,"Nope! Kalau kepikiran mau beli, saran saya JANGAN. Product sering RTO gajelas, CS after sales service yg buruk, dijamin pengalaman kalian akan kecewa.",Negative,Fear,"nope! kalau kepikiran mau beli, saran saya jangan. product sering rto gajelas, cs after sales service yg buruk, dijamin pengalaman kalian akan kecewa."
Computers and Laptops,[FS] Logitech B170 Mouse Wireless - Black,Jakarta Timur,159000,4.9,2211,991,1,"Pelayanan buruk, pengiriman lama dan respon yang lama. Jangan beli barang disini kalo ga mau kecewa. Cukup sekali ini aja",Negative,Fear,"pelayanan buruk, pengiriman lama dan respon yang lama. jangan beli barang disini kalo ga mau kecewa. cukup sekali ini aja"
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard For PC Android TV Box,Jakarta Utara,56000,4.8,18300,5431,1,sama sekali gk bisa dpake asli nyesel,Negative,Fear,sama sekali gk bisa dpake asli nyesel
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,1199000,4.9,10900,4760,1,"Produk yg dikirim awal tidak dapat berfungsi dengan semestinya, meskipun sdh dikirimkan lg produk lainnya. Selain itu, seller sangat tidak layak menjadi official store.. Pengiriman barang tidak sesuai dengan jadwal yang dijanjikan di deskripsi/sistem Tokped. Selain itu, sangat slow response seller ini. NOT RECOMMENDED..",Negative,Fear,"produk yg dikirim awal tidak dapat berfungsi dengan semestinya, meskipun sdh dikirimkan lg produk lainnya. selain itu, seller sangat tidak layak menjadi official store.. pengiriman barang tidak sesuai dengan jadwal yang dijanjikan di deskripsisistem tokped. selain itu, sangat slow response seller ini. not recommended.."
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,Jakarta Timur,299000,4.9,9798,5559,1,"respon cellernya setengah mati nungguinnnn....pengiriman nunggu berhari hari padahal pake pengiriman instan dah bayar ongkir mahal celler sama pembeli tinggla di Jakarta Utara g arekomen buat pembeli lagi cari yang lain...,,dari pada emosi nungguin",Negative,Fear,"respon cellernya setengah mati nungguinnnn....pengiriman nunggu berhari hari padahal pake pengiriman instan dah bayar ongkir mahal celler sama pembeli tinggla di jakarta utara g arekomen buat pembeli lagi cari yang lain...,,dari pada emosi nungguin"
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,Jakarta Timur,299000,4.9,9798,5559,1,"Parah prosesnya lama banget, semoga ini bisa jadi pelajaram buat team logitech",Negative,Fear,"parah prosesnya lama banget, semoga ini bisa jadi pelajaram buat team logitech"
Computers and Laptops,Laptop Stand Holder Lipat Adjustable Anti Slip Portable Untuk Laptop,Kab. Tangerang,69900,4.3,5108,2852,1,"Harga sih promo 17.900, sy pake gojek instant lebih mahal ongkirnya drpd barangnya, krn mau dipake cepet. pas nyampe eh ternyata udah patah sebelah standnya.. kecewa sih karna kalo jual promo ada cacat ya di catet gitu biar customer ga beli barang promo kalo tau ada cacatnya.. seller si oke buat tuker barang, tp udh ga efektif aja sy mau pake cepet jg jd ga bisa, di retur jg ongkir lebih mahal lagi dari kualitas barangnya :( mengecewakan deh pokonya kapok beli disini",Negative,Fear,"harga sih promo 17.900, sy pake gojek instant lebih mahal ongkirnya drpd barangnya, krn mau dipake cepet. pas nyampe eh ternyata udah patah sebelah standnya.. kecewa sih karna kalo jual promo ada cacat ya di catet gitu biar customer ga beli barang promo kalo tau ada cacatnya.. seller si oke buat tuker barang, tp udh ga efektif aja sy mau pake cepet jg jd ga bisa, di retur jg ongkir lebih mahal lagi dari kualitas barangnya mengecewakan deh pokonya kapok beli disini"
Computers and Laptops,"Wacom One by CTL-472/K0-CX Creative Pen Tablet CTL472 CTL 472 KO CX - Unit Only, CTL472",Jakarta Selatan,749000,5.0,5666,2372,1,hati2 ternyata di foto display adalah varian yg ada bonus harga berbeda,Negative,Fear,hati2 ternyata di foto display adalah varian yg ada bonus harga berbeda
Computers and Laptops,Logitech K380 Keyboard Wireless Bluetooth Multi-Device - Merah Muda,Jakarta Timur,599000,4.9,3217,1895,1,"Estimasi proses pesanan 2-3 hari? bung ini online platform. kalo ga siap cepet menuhin customer secara online, jualan offline aja. customer beli online buat dipake segera dan kalau ada delay/proses apalah itu, ditulis di deskripsi produk. ini customer nanya dulu baru diinfo. proses pemesanan 2-3 hari itu juga ga ada efeknya ke kemasan. cuma dibungkus bubble wrap tipissss. ga kebayang kalo customer ada yg apes barangnya dilempar2 jadi ancur isinya. dan jangan pernah janjiin ke customer barang akan dipickup/antar saat weekend. karena kalian aja libur sabtu&minggu.",Negative,Fear,"estimasi proses pesanan 23 hari? bung ini online platform. kalo ga siap cepet menuhin customer secara online, jualan offline aja. customer beli online buat dipake segera dan kalau ada delayproses apalah itu, ditulis di deskripsi produk. ini customer nanya dulu baru diinfo. proses pemesanan 23 hari itu juga ga ada efeknya ke kemasan. cuma dibungkus bubble wrap tipissss. ga kebayang kalo customer ada yg apes barangnya dilempar2 jadi ancur isinya. dan jangan pernah janjiin ke customer barang akan dipickupantar saat weekend. karena kalian aja libur sabtuminggu."
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Kab. Tangerang,39998,4.7,6197,2440,1,"pesan tanggal 2 Maret jam 9 pakai pengiriman instant, sampai nya tanggal 3 maret. Padahal sudah bayar mahal, dikirimnya keesokan harinya. bukan salah pengantarnya, driver go-send nya sudah mengantarkan paket dengan baik. tapi durasi proses dari toko sangat lama. padahal butuhnya tanggal 2 maret makanya saya pilih pengiriman instant. saya juga sudah tanya pihak toko jika paket bisa dikirim hari itu juga atau tidak, jawabannya bisa. Tapi kenyataannya paket saya tidak dikirim pada hari itu juga. kalau tidak bisa dikirim hari itu juga ya bilang. Saya juga sudah ajukan cancel pesanan juga tidak ada respon dari penjual. Pelayanan sangat sangat buruk. Tidak recommended. Semoga lebih baik lagi kedepannya.",Negative,Fear,"pesan tanggal 2 maret jam 9 pakai pengiriman instant, sampai nya tanggal 3 maret. padahal sudah bayar mahal, dikirimnya keesokan harinya. bukan salah pengantarnya, driver gosend nya sudah mengantarkan paket dengan baik. tapi durasi proses dari toko sangat lama. padahal butuhnya tanggal 2 maret makanya saya pilih pengiriman instant. saya juga sudah tanya pihak toko jika paket bisa dikirim hari itu juga atau tidak, jawabannya bisa. tapi kenyataannya paket saya tidak dikirim pada hari itu juga. kalau tidak bisa dikirim hari itu juga ya bilang. saya juga sudah ajukan cancel pesanan juga tidak ada respon dari penjual. pelayanan sangat sangat buruk. tidak recommended. semoga lebih baik lagi kedepannya."
Computers and Laptops,Memory Card 128GB CLASS 10 100Mbps MicroSD Kartu Memori card,Jakarta Selatan,78000,4.7,1053,577,1,barang ternyata palsu,Negative,Fear,barang ternyata palsu
Computers and Laptops,dbE GM190 7.1 Virtual Surround Gaming Headphone,Jakarta Selatan,195000,4.9,5421,3396,1,"ga jelas, info bohong yang bikin pengalaman tidak menyenangkan, kalo mau beli produk dbe cari toko laen, yang ini tipu tipu, headphone dateng dengan keadaan bikin kuping sakit",Negative,Fear,"ga jelas, info bohong yang bikin pengalaman tidak menyenangkan, kalo mau beli produk dbe cari toko laen, yang ini tipu tipu, headphone dateng dengan keadaan bikin kuping sakit"
Computers and Laptops,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button - Putih,Jakarta Pusat,140000,4.9,4074,2249,1,"RGB mati dari awal datang , penjual gak respon, barang gak lulus qc sepertinya yg dijual. hati hati kalau beli ????",Negative,Fear,"rgb mati dari awal datang , penjual gak respon, barang gak lulus qc sepertinya yg dijual. hati hati kalau beli ????"
Computers and Laptops,Acer Aspire 3 Slim A314-22 AMD RYZEN 3-3250U 4GB 256GB 14 FHD W10 OHS - HD (1366x768),Jakarta Pusat,7499000,4.9,445,281,1,"hati2 belanja disini dapet unit cacat dblg suruh ajukan komplain nti mau dituker trnyta tokonya sndiri yg blg gabs dituker, official store abal2 ini mah. ga jelas solusinya gmn",Negative,Fear,"hati2 belanja disini dapet unit cacat dblg suruh ajukan komplain nti mau dituker trnyta tokonya sndiri yg blg gabs dituker, official store abal2 ini mah. ga jelas solusinya gmn"
Computers and Laptops,ACER ASPIRE 3 SLIM A314-22 AMD 3020E 4GB 256GB SSD 14 OHS W10 RESMI - 14 HD 1366x768,Jakarta Pusat,6499000,4.9,404,209,1,"Pelayanan toko sangat buruk, saya order laptop disini, dan setelah barangnya sampai, laptop nya ga mau nyala.. habis itu saya berusaha minta solusi dari seller, awalnya seller masih mau respon seadanya ( tidak menawarkan solusi dan sangat lamban.) lalu karena mikir respondnya lama banget, terpaksa saya ajukan komplain . tapi setelah di komplain, seller ga pernah jawab diskusi ataupun respon kendalanya.. saya dicuekin selama 8 hari, sampai jangka waktu habis dan dana di refund. kalau ada yg baca ulasan saya. saya anjurkan utk order di toko lain. jangan tergoda sama tittle official store, nyata nya pelayanan toko ga lebih baik dari merchant biasa. harga juga ga lebih murah.",Negative,Fear,"pelayanan toko sangat buruk, saya order laptop disini, dan setelah barangnya sampai, laptop nya ga mau nyala.. habis itu saya berusaha minta solusi dari seller, awalnya seller masih mau respon seadanya tidak menawarkan solusi dan sangat lamban. lalu karena mikir respondnya lama banget, terpaksa saya ajukan komplain . tapi setelah di komplain, seller ga pernah jawab diskusi ataupun respon kendalanya.. saya dicuekin selama 8 hari, sampai jangka waktu habis dan dana di refund. kalau ada yg baca ulasan saya. saya anjurkan utk order di toko lain. jangan tergoda sama tittle official store, nyata nya pelayanan toko ga lebih baik dari merchant biasa. harga juga ga lebih murah."
Computers and Laptops,Laptop HP 14 Intel Celeron N4020 4GB 128GB W10 14.0 HD FREE OFFICE - Biru,Jakarta Utara,5399000,4.7,75,39,1,"Pengiriman laptop dr toko tidak dicek dahulu,.. laptop yg dikasih ke pembeli layar pecah, kerdus rusak,.. padahal packingan tidak ada yg rusak,... menghabiskan waktu saja, buat klaim ke tokpedia, berminggu minggu baru berhasil klaim ke pihak asuransi. Ternyata toko yg sudah verified tidak menjamin, Pelayanan toko ini buruk, respon cepat saat awal beli aja,.. saat dikomplen sangat lama, mengulur2 waktu, tidak mau tanggung jawab,.. padahal jelas komplainan langsung dihari berikutny setelah paket dibuka, yg seharusny, bisa langsung tuker unit langsung dr toko.... Trus Apa gunany ditulis di Deskripsi Garansi toko 3 hari ???... Cukup terakhir beli disini, thanks",Negative,Fear,"pengiriman laptop dr toko tidak dicek dahulu,.. laptop yg dikasih ke pembeli layar pecah, kerdus rusak,.. padahal packingan tidak ada yg rusak,... menghabiskan waktu saja, buat klaim ke tokpedia, berminggu minggu baru berhasil klaim ke pihak asuransi. ternyata toko yg sudah verified tidak menjamin, pelayanan toko ini buruk, respon cepat saat awal beli aja,.. saat dikomplen sangat lama, mengulur2 waktu, tidak mau tanggung jawab,.. padahal jelas komplainan langsung dihari berikutny setelah paket dibuka, yg seharusny, bisa langsung tuker unit langsung dr toko.... trus apa gunany ditulis di deskripsi garansi toko 3 hari ???... cukup terakhir beli disini, thanks"
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Kab. Tangerang,39998,4.7,5936,2344,1,JANGAN MAU BELI DI SINI. CEK REVIEW PENJUALAN NYA BANYAK YG RUSAK DI KIRIM. SAYA KORBAN JUGA. CEK FOTO BARANG YANG SAYA ORDER. SUPAYA YANG LAIN TIDAK JADI KORBAN.. KACAU TOKO INI MENJUAL BARANG RUSAK.,Negative,Fear,jangan mau beli di sini. cek review penjualan nya banyak yg rusak di kirim. saya korban juga. cek foto barang yang saya order. supaya yang lain tidak jadi korban.. kacau toko ini menjual barang rusak.
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Kab. Tangerang,39998,4.7,5936,2344,1,biarkan gambar bercerita.. pesan 20 bh yg rusak 10 bh.. jgn percaya balasan pembelaan apapun dari seller tidak amanah.. alasan rusak expedisi padahal bisa dilihat sebagian letak cacat 100 % bukan dari expedisi dan sebagian yg lain kalaupun dari expedisi ceroboh itu karena packingan tanpa kardus per satuannya dan bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble dan kardus tambahan.. seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing dan ditolak jg dr expedisi.. saya tidak pernah cerita panjang lebar di ulasan. tapi berhubung demi kenyamanan buyer lain utk jadi pertimbangan.. bacalah ini.. WASPADALAH WASPADALAH tidak ada itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini.. sudah dikasih note sewaktu proses dan sudah juga dichat dulu sebelum kirim utk hati hati karena mau utk dijual lagi.. sudah ajukan resolusi pengambalian dana ke tokopedia tp dialihkan ke asuransi.. utk akhirnya tetap tokopeda refund dana. trims admin,Negative,Fear,biarkan gambar bercerita.. pesan 20 bh yg rusak 10 bh.. jgn percaya balasan pembelaan apapun dari seller tidak amanah.. alasan rusak expedisi padahal bisa dilihat sebagian letak cacat 100 bukan dari expedisi dan sebagian yg lain kalaupun dari expedisi ceroboh itu karena packingan tanpa kardus per satuannya dan bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble dan kardus tambahan.. seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing dan ditolak jg dr expedisi.. saya tidak pernah cerita panjang lebar di ulasan. tapi berhubung demi kenyamanan buyer lain utk jadi pertimbangan.. bacalah ini.. waspadalah waspadalah tidak ada itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini.. sudah dikasih note sewaktu proses dan sudah juga dichat dulu sebelum kirim utk hati hati karena mau utk dijual lagi.. sudah ajukan resolusi pengambalian dana ke tokopedia tp dialihkan ke asuransi.. utk akhirnya tetap tokopeda refund dana. trims admin
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Kab. Tangerang,39998,4.7,5936,2344,1,"Seharusnya chat dijadikan makesure barang, warna dll, jgn kaku kaku bgt jadi roko",Negative,Fear,"seharusnya chat dijadikan makesure barang, warna dll, jgn kaku kaku bgt jadi roko"
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Kab. Tangerang,39998,4.7,5936,2344,1,"meja laptopnya begitu dibuka kardusnya sudah pecah diujungnya dan ada retak juga dibagian bawah, trus mejanya juga hijau kusam seperti barang bekas pakai, seller dikomplain menolak penukaran barang dengan alasan buktinya kurang, malah diarahkan utk menggunakan asuransi dr tokopedia, dgn proses yg ribet harus ada bukti pemusnahan barang jg, pas sy lihat lagi ulasan2 ternyata banyak juga yg dapet mejanya pecah dan rusak, dan mereka semua pada kecewa, saran kalau jualan yg jujur, kl memang yg dijual barang bekas atau ex display bilang saja tulis di deskripsi yg jujur, tolong tokopedia lebih selektif terhadap toko yg seperti ini, packing barang juga terkesan asal2an cuma pakai kardus tipis saja ga pakai bubble wrap sama sekali, semoga ga ada lagi customer yg tertipu seperti saya",Negative,Fear,"meja laptopnya begitu dibuka kardusnya sudah pecah diujungnya dan ada retak juga dibagian bawah, trus mejanya juga hijau kusam seperti barang bekas pakai, seller dikomplain menolak penukaran barang dengan alasan buktinya kurang, malah diarahkan utk menggunakan asuransi dr tokopedia, dgn proses yg ribet harus ada bukti pemusnahan barang jg, pas sy lihat lagi ulasan2 ternyata banyak juga yg dapet mejanya pecah dan rusak, dan mereka semua pada kecewa, saran kalau jualan yg jujur, kl memang yg dijual barang bekas atau ex display bilang saja tulis di deskripsi yg jujur, tolong tokopedia lebih selektif terhadap toko yg seperti ini, packing barang juga terkesan asal2an cuma pakai kardus tipis saja ga pakai bubble wrap sama sekali, semoga ga ada lagi customer yg tertipu seperti saya"
Computers and Laptops,ACOME MicroSD Card 8GB/16GB/32GB/64GB High Speed Up To 90MB/S Class 10 - 8 gb,Jakarta Utara,699000,4.9,2436,921,1,tolong di cek sebelum dikirim ya khususnya sd,Negative,Fear,tolong di cek sebelum dikirim ya khususnya sd
Computers and Laptops,ACOME MicroSD Card 8GB/16GB/32GB/64GB High Speed Up To 90MB/S Class 10 - 8 gb,Jakarta Utara,699000,4.9,2436,921,1,"barang baru datang pertma saya coba di samsung A52 bisa terbaca,baru saya pasang di cctv ternyta ga bisa.penasran saya coba di samsung m30 juga ga bisa,pensran lagi saya coba di oppo A15 ternyta ga bisa juga.masih pensran saya coba lagi disamsung A52 ternyta dh ga bisa.Seumur umur baru ini saya kasih bintang 1,klaim garansi ternyta ribet juga.kapok saya belnja di apliksi ini maupun toko ini,masih enkn tko seblah.komplain kepenjual disurh komplain ke toped,komplain toped disurh komplain dulu gimna baiknuy sama penjual.hadeh..pok kapok saya..",Negative,Fear,"barang baru datang pertma saya coba di samsung a52 bisa terbaca,baru saya pasang di cctv ternyta ga bisa.penasran saya coba di samsung m30 juga ga bisa,pensran lagi saya coba di oppo a15 ternyta ga bisa juga.masih pensran saya coba lagi disamsung a52 ternyta dh ga bisa.seumur umur baru ini saya kasih bintang 1,klaim garansi ternyta ribet juga.kapok saya belnja di apliksi ini maupun toko ini,masih enkn tko seblah.komplain kepenjual disurh komplain ke toped,komplain toped disurh komplain dulu gimna baiknuy sama penjual.hadeh..pok kapok saya.."
